50,0.000008
100,0.000023
150,0.000043
200,0.000077
250,0.000123
300,0.000165
350,0.000241
400,0.000299
450,0.000364
500,0.000473
550,0.000537
600,0.000655
650,0.000757
700,0.000877
750,0.000972
800,0.00103
850,0.001168
900,0.00123
950,0.001369
1000,0.001364
1050,0.001535
1100,0.001568
1150,0.001713
1200,0.001793
1250,0.001882
1300,0.002333
1350,0.002329
1400,0.00247
1450,0.002437
1500,0.002662
1550,0.00286
1600,0.003081
1650,0.003341
1700,0.003351
1750,0.003522
1800,0.003786
1850,0.004113
1900,0.004212
1950,0.00437
2000,0.004447
2050,0.004585
2100,0.004955
2150,0.005218
2200,0.005444
2250,0.005781
2300,0.006027
2350,0.006537
2400,0.00657
2450,0.006833
2500,0.006946
2550,0.007286
2600,0.007628
2650,0.008026
2700,0.008269
2750,0.008641
2800,0.009059
2850,0.008897
2900,0.009512
2950,0.009799
3000,0.010091
3050,0.010511
3100,0.01079
3150,0.011261
3200,0.011734
3250,0.011899
3300,0.012295
3350,0.012694
3400,0.013104
3450,0.013277
3500,0.013952
3550,0.014395
3600,0.01477
3650,0.014869
3700,0.015633
3750,0.016484
3800,0.017353
3850,0.01686
3900,0.017635
3950,0.017803
4000,0.018446
4050,0.018485
4100,0.018944
4150,0.019687
4200,0.019979
4250,0.021577
4300,0.021179
4350,0.021699
4400,0.021632
4450,0.022649
4500,0.023253
4550,0.023304
4600,0.024265
4650,0.024658
4700,0.024904
4750,0.025414
4800,0.026003
4850,0.026781
4900,0.026975
4950,0.030795
5000,0.029626
5050,0.029164
5100,0.029247
5150,0.030097
5200,0.030543
5250,0.031467
5300,0.031564
5350,0.032658
5400,0.034406
5450,0.034113
5500,0.033788
5550,0.034876
5600,0.035101
5650,0.036137
5700,0.037206
5750,0.037388
5800,0.037481
5850,0.03814
5900,0.039283
5950,0.040045
6000,0.040041
6050,0.041717
6100,0.042098
6150,0.042137
6200,0.044598
6250,0.043902
6300,0.044648
6350,0.045444
6400,0.046647
6450,0.046594
6500,0.050183
6550,0.048419
6600,0.048774
6650,0.050619
6700,0.05093
6750,0.051535
6800,0.053248
6850,0.052982
6900,0.052914
6950,0.05467
7000,0.055283
7050,0.055931
7100,0.05738
7150,0.056954
