7200,0.058704
7250,0.060867
7300,0.060554
7350,0.062755
7400,0.062582
7450,0.062646
7500,0.063205
7550,0.064396
7600,0.066147
7650,0.065659
7700,0.06768
7750,0.067585
7800,0.070705
7850,0.069635
7900,0.071322
7950,0.071251
8000,0.072827
8050,0.072925
8100,0.073725
8150,0.076342
8200,0.077659
8250,0.077118
8300,0.078117
8350,0.079651
8400,0.079312
8450,0.079442
8500,0.082193
8550,0.082755
8600,0.085488
8650,0.084096
8700,0.08529
8750,0.086154
8800,0.08771
8850,0.089427
8900,0.09057
8950,0.092448
9000,0.092412
9050,0.092715
9100,0.093302
9150,0.094605
9200,0.095069
9250,0.098646
9300,0.098198
9350,0.098329
9400,0.099443
9450,0.101046
9500,0.101311
9550,0.103972
9600,0.103906
9650,0.106009
9700,0.106711
9750,0.106903
9800,0.107347
9850,0.110347
9900,0.110324
9950,0.112339
10000,0.111605
10050,0.113973
10100,0.116202
10150,0.11646
10200,0.116398
10250,0.121034
10300,0.120775
10350,0.122233
10400,0.122948
10450,0.123293
10500,0.123788
10550,0.125988
10600,0.12887
10650,0.128855
10700,0.128079
10750,0.130383
10800,0.131768
10850,0.134077
10900,0.132987
10950,0.135264
11000,0.135953
11050,0.138662
11100,0.138694
11150,0.139344
11200,0.141688
11250,0.14619
11300,0.14402
11350,0.145715
11400,0.147496
11450,0.148008
11500,0.148283
11550,0.15047
11600,0.153376
11650,0.153783
11700,0.154977
11750,0.154431
11800,0.156091
11850,0.160603
11900,0.161172
11950,0.160729
12000,0.162617
12050,0.163265
12100,0.166002
12150,0.168122
12200,0.168819
12250,0.174131
12300,0.171526
12350,0.174517
12400,0.173663
12450,0.173509
12500,0.177576
12550,0.179059
12600,0.179985
12650,0.18158
12700,0.182697
12750,0.186252
12800,0.184073
12850,0.186029
12900,0.188324
12950,0.188823
13000,0.189352
13050,0.191977
13100,0.196139
13150,0.194066
13200,0.199191
13250,0.199776
13300,0.201361
13350,0.200425
13400,0.201519
13450,0.204358
13500,0.205461
13550,0.207934
13600,0.209909
13650,0.210004
13700,0.212432
13750,0.218246
13800,0.218551
13850,0.218433
13900,0.219735
13950,0.219543
14000,0.220427
14050,0.223866
14100,0.225954
14150,0.225864
14200,0.228401
14250,0.228159
14300,0.233435
14350,0.232452
14400,0.234183
14450,0.235349
14500,0.236901
14550,0.238434
14600,0.2408
14650,0.242143
14700,0.24491
14750,0.246999
14800,0.247254
14850,0.251193
14900,0.252706
14950,0.262677
15000,0.253719
15050,0.257605
15100,0.255713
15150,0.259006
15200,0.262759
15250,0.26398
15300,0.266273
15350,0.275474
15400,0.26971
15450,0.272602
15500,0.270796
15550,0.274609
15600,0.278636
15650,0.279277
15700,0.280252
15750,0.279901
15800,0.284668
15850,0.284848
15900,0.286398
15950,0.28767
16000,0.297604
16050,0.298838
16100,0.295637
16150,0.295873
16200,0.31352
16250,0.334632
16300,0.343922
16350,0.348857
16400,0.332676
16450,0.305586
16500,0.30751
16550,0.312892
16600,0.332451
16650,0.322038
16700,0.317579
16750,0.318175
16800,0.32209
16850,0.32213
16900,0.326161
16950,0.327609
17000,0.328641
17050,0.324814
17100,0.330221
17150,0.332679
17200,0.33791
17250,0.338926
17300,0.340222
17350,0.341145
17400,0.345224
17450,0.345643
17500,0.349251
17550,0.351282
17600,0.352373
17650,0.352864
17700,0.354839
17750,0.35958
17800,0.360436
17850,0.361438
17900,0.364207
17950,0.364101
18000,0.369986
18050,0.369496
18100,0.385772
18150,0.380813
18200,0.376255
18250,0.378616
18300,0.381556
18350,0.406222
18400,0.420364
18450,0.388267
18500,0.391981
18550,0.386403
18600,0.395158
18650,0.396807
18700,0.396063
18750,0.403176
18800,0.398887
18850,0.405534
18900,0.404886
18950,0.408047
19000,0.410492
19050,0.414065
19100,0.416556
19150,0.414744
19200,0.419558
19250,0.421802
19300,0.420132
19350,0.430041
19400,0.431076
19450,0.430935
19500,0.431993
19550,0.431624
19600,0.439013
19650,0.435895
19700,0.439441
19750,0.443885
19800,0.447914
19850,0.446387
19900,0.448425
19950,0.45314
20000,0.462149
